region	chr	midPos	Nsites
(1564,1623)(245845,245908)(200000,250000)	JASDQU010735161.1	225000	61	0.890726
(251,315)(67195,67264)(50000,100000)	JASDQU010735162.1	75000	66	0.042191
(260,391)(52798,52939)(50000,100000)	JASDQU010735174.1	75000	133	0.104322
(581,585)(86771,86777)(50000,100000)	JASDQU010735178.1	75000	6	0.025115
(586,825)(141810,142158)(100000,150000)	JASDQU010735178.1	125000	241	0.112564
(925,1210)(170415,180699)(150000,200000)	JASDQU010735242.1	175000	287	0.784440
(664,883)(181936,190939)(150000,200000)	JASDQU010735266.1	175000	221	0.051957
(380,417)(57589,57698)(50000,100000)	JASDQU010735271.1	75000	39	0.080622
(134,145)(148397,148408)(100000,150000)	JASDQU010735277.1	125000	13	0.003937
(1421,3565)(201393,204026)(200000,250000)	JASDQU010735279.1	225000	2146	0.343988
(4980,5181)(215269,215496)(200000,250000)	JASDQU010735281.1	225000	203	0.003723
(76,99)(313116,313141)(300000,350000)	JASDQU010735290.1	325000	25	0.070172
(289,489)(329573,329889)(300000,350000)	JASDQU010735303.1	325000	202	0.059123
(490,531)(422141,422186)(400000,450000)	JASDQU010735303.1	425000	43	0.062991
(400,1412)(109827,127941)(100000,150000)	JASDQU010735309.1	125000	1014	0.030609
(712,1039)(289732,290162)(250000,300000)	JASDQU010735319.1	275000	329	0.051646
(1031,1051)(150221,150246)(150000,200000)	JASDQU010735334.1	175000	22	0.068642
(1497,1939)(275621,276150)(250000,300000)	JASDQU010735349.1	275000	444	0.549240
(661,1009)(127602,142305)(100000,150000)	JASDQU010735358.1	125000	350	0.585686
(2384,2543)(134961,135128)(100000,150000)	JASDQU010735359.1	125000	161	0.052870
(1229,2976)(556135,558035)(550000,600000)	JASDQU010735368.1	575000	1749	0.116755
(267,860)(252811,287852)(250000,300000)	JASDQU010735377.1	275000	595	0.032740
(861,908)(324393,324454)(300000,350000)	JASDQU010735377.1	325000	49	0.301972
(667,956)(216953,217271)(200000,250000)	JASDQU010735382.1	225000	291	0.102699
(957,1008)(273754,273824)(250000,300000)	JASDQU010735382.1	275000	53	0.039010
(1009,4778)(421842,426379)(400000,450000)	JASDQU010735382.1	425000	3771	0.293927
(485,934)(62387,82879)(50000,100000)	JASDQU010735401.1	75000	451	0.531196
(935,5874)(325403,335189)(300000,350000)	JASDQU010735401.1	325000	4941	0.335160
(3,690)(356269,356973)(350000,400000)	JASDQU010735402.1	375000	689	0.331342
(879,1184)(155414,155731)(150000,200000)	JASDQU010735416.1	175000	307	0.049896
(271,391)(299229,299355)(250000,300000)	JASDQU010735420.1	275000	122	-0.002621
(392,497)(318885,318992)(300000,350000)	JASDQU010735420.1	325000	107	0.050533
(498,1138)(423964,424631)(400000,450000)	JASDQU010735420.1	425000	642	0.303362
(709,1285)(52739,87979)(50000,100000)	JASDQU010735430.1	75000	578	0.050805
(737,1261)(266389,267752)(250000,300000)	JASDQU010735435.1	275000	526	0.012756
(1733,2063)(112411,112921)(100000,150000)	JASDQU010735449.1	125000	332	0.209565
(2064,2281)(321306,322086)(300000,350000)	JASDQU010735449.1	325000	219	0.104230
(321,325)(132966,132974)(100000,150000)	JASDQU010735468.1	125000	6	0.041141
(408,542)(60195,60331)(50000,100000)	JASDQU010735469.1	75000	136	0.322450
(543,1031)(134099,134594)(100000,150000)	JASDQU010735469.1	125000	490	0.428902
(55,102)(51308,51382)(50000,100000)	JASDQU010735471.1	75000	49	0.062974
(218,646)(571272,571868)(550000,600000)	JASDQU010735476.1	575000	430	0.484598
(647,746)(805786,805902)(800000,850000)	JASDQU010735476.1	825000	101	0.271041
(747,826)(897718,897811)(850000,900000)	JASDQU010735476.1	875000	81	0.326142
(11,12)(421934,421935)(400000,450000)	JASDQU010735477.1	425000	3	0.004351
(13,296)(573199,573541)(550000,600000)	JASDQU010735477.1	575000	285	0.718411
(779,805)(105775,105802)(100000,150000)	JASDQU010735483.1	125000	28	0.058246
(1037,3009)(268123,270611)(250000,300000)	JASDQU010735504.1	275000	1974	0.724352
(533,706)(53879,54064)(50000,100000)	JASDQU010735506.1	75000	175	0.055234
(130,562)(357013,368610)(350000,400000)	JASDQU010735520.1	375000	434	0.119416
(874,2229)(314089,315467)(300000,350000)	JASDQU010735536.1	325000	1357	0.305623
(1036,1154)(641612,641754)(600000,650000)	JASDQU010735541.1	625000	120	0.042643
(720,1786)(227439,229309)(200000,250000)	JASDQU010735542.1	225000	1068	0.324517
(288,1177)(128791,130279)(100000,150000)	JASDQU010735562.1	125000	891	0.053814
(1178,1466)(374145,374449)(350000,400000)	JASDQU010735562.1	375000	290	0.115677
(2130,4460)(133877,136768)(100000,150000)	JASDQU010735566.1	125000	2332	0.403628
(994,3154)(167399,170104)(150000,200000)	JASDQU010735573.1	175000	2162	0.616964
(808,1077)(62105,62381)(50000,100000)	JASDQU010735576.1	75000	271	0.072019
(1078,1177)(134421,134559)(100000,150000)	JASDQU010735576.1	125000	101	0.053762
(129,1426)(58171,69852)(50000,100000)	JASDQU010735578.1	75000	1299	0.344304
(651,815)(95804,95990)(50000,100000)	JASDQU010735588.1	75000	166	0.067311
(690,699)(126493,126504)(100000,150000)	JASDQU010735616.1	125000	11	0.057796
(159,9256)(372369,399792)(350000,400000)	JASDQU010735619.1	375000	9099	0.288700
(138,291)(269324,269493)(250000,300000)	JASDQU010735630.1	275000	155	0.209521
(775,805)(99942,99991)(50000,100000)	JASDQU010735668.1	75000	32	0.078044
(806,997)(169382,169585)(150000,200000)	JASDQU010735668.1	175000	193	0.088741
(238,263)(254585,254614)(250000,300000)	JASDQU010735684.1	275000	27	0.058645
(354,634)(255066,262018)(250000,300000)	JASDQU010735700.1	275000	282	0.025023
(635,651)(392575,392607)(350000,400000)	JASDQU010735700.1	375000	18	0.055162
(652,905)(404102,429120)(400000,450000)	JASDQU010735700.1	425000	255	0.404436
(3292,10686)(155208,163687)(150000,200000)	JASDQU010735711.1	175000	7396	0.775726
(214,780)(250000,250602)(250000,300000)	JASDQU010735714.1	275000	568	0.425879
(732,1144)(70921,71786)(50000,100000)	JASDQU010735721.1	75000	414	0.026015
(129,573)(125806,140273)(100000,150000)	JASDQU010735727.1	125000	446	0.723872
(574,725)(178509,178691)(150000,200000)	JASDQU010735727.1	175000	153	0.430741
(172,282)(438810,438951)(400000,450000)	JASDQU010735736.1	425000	112	0.208134
(283,603)(478961,479313)(450000,500000)	JASDQU010735736.1	475000	322	0.654220
(604,1757)(527660,540907)(500000,550000)	JASDQU010735736.1	525000	1155	0.572065
(81,850)(66215,97713)(50000,100000)	JASDQU010735741.1	75000	771	0.521156
(600,1731)(201253,202449)(200000,250000)	JASDQU010735747.1	225000	1133	0.789882
(926,1031)(65638,65763)(50000,100000)	JASDQU010735756.1	75000	107	0.061044
(1032,4247)(307741,346475)(300000,350000)	JASDQU010735756.1	325000	3217	0.579450
(2593,3392)(84687,85499)(50000,100000)	JASDQU010735761.1	75000	801	0.415072
(35,855)(101857,102681)(100000,150000)	JASDQU010735784.1	125000	822	0.650481
(871,1184)(323932,324289)(300000,350000)	JASDQU010735795.1	325000	315	0.321248
(664,1698)(498759,499799)(450000,500000)	JASDQU010735796.1	475000	1036	0.571620
(2247,2300)(68131,68187)(50000,100000)	JASDQU010735804.1	75000	55	0.043296
(6,105)(174229,174361)(150000,200000)	JASDQU010735806.1	175000	101	0.057565
(97,618)(95788,96322)(50000,100000)	JASDQU010735812.1	75000	523	0.544140
(6667,6696)(155890,155923)(150000,200000)	JASDQU010735823.1	175000	31	0.034352
(66,263)(166168,196238)(150000,200000)	JASDQU010735826.1	175000	199	0.233365
(2122,3972)(75357,86763)(50000,100000)	JASDQU010735854.1	75000	1852	0.638953
(184,1092)(251740,252673)(250000,300000)	JASDQU010735856.1	275000	910	0.774520
(3998,7654)(118069,144254)(100000,150000)	JASDQU010735860.1	125000	3658	0.716449
(381,1412)(170515,172597)(150000,200000)	JASDQU010735865.1	175000	1033	0.194692
(210,259)(377390,377476)(350000,400000)	JASDQU010735875.1	375000	51	0.154490
(1588,2045)(57285,57743)(50000,100000)	JASDQU010735876.1	75000	459	0.063706
(560,1243)(179369,180124)(150000,200000)	JASDQU010735888.1	175000	685	0.433380
(295,366)(58881,58968)(50000,100000)	JASDQU010735899.1	75000	73	0.058755
(824,1642)(219537,249999)(200000,250000)	JASDQU010735900.1	225000	820	0.510657
(214,1117)(235569,236480)(200000,250000)	JASDQU010735907.1	225000	905	0.305792
(1118,2154)(272772,294810)(250000,300000)	JASDQU010735907.1	275000	1038	0.465917
(162,413)(52161,52562)(50000,100000)	JASDQU010735917.1	75000	253	0.045799
(414,1447)(167297,168333)(150000,200000)	JASDQU010735917.1	175000	1035	0.703764
(49,203)(50112,56992)(50000,100000)	JASDQU010735922.1	75000	156	0.475779
(2974,4347)(133179,134552)(100000,150000)	JASDQU010735929.1	125000	1375	0.450050
(4348,5047)(196975,197730)(150000,200000)	JASDQU010735929.1	175000	701	0.402845
(931,1065)(94918,95058)(50000,100000)	JASDQU010735947.1	75000	136	0.073589
(1066,1380)(102082,102442)(100000,150000)	JASDQU010735947.1	125000	316	0.058876
(885,2142)(120947,122294)(100000,150000)	JASDQU010735950.1	125000	1259	0.544456
(269,827)(258772,259362)(250000,300000)	JASDQU010735956.1	275000	560	0.078094
(543,789)(235455,235856)(200000,250000)	JASDQU010735973.1	225000	248	0.267901
(790,1389)(284662,285336)(250000,300000)	JASDQU010735973.1	275000	601	0.381014
(1390,1796)(329572,330129)(300000,350000)	JASDQU010735973.1	325000	408	0.652617
(483,3767)(71932,75346)(50000,100000)	JASDQU010735975.1	75000	3286	0.673643
(135,546)(388722,389176)(350000,400000)	JASDQU010735977.1	375000	413	0.159517
(547,666)(491676,491795)(450000,500000)	JASDQU010735977.1	475000	121	0.050097
(12,1018)(510473,512542)(500000,550000)	JASDQU010735978.1	525000	1008	0.047528
(1390,2010)(257898,258519)(250000,300000)	JASDQU010735979.1	275000	622	0.248466
(164,927)(285680,299535)(250000,300000)	JASDQU010735988.1	275000	765	0.108933
(928,1762)(305128,305986)(300000,350000)	JASDQU010735988.1	325000	836	0.356478
(7,1711)(118666,143167)(100000,150000)	JASDQU010735993.1	125000	1706	0.169744
(1712,1719)(307455,307463)(300000,350000)	JASDQU010735993.1	325000	9	0.073493
(1720,1873)(364470,364740)(350000,400000)	JASDQU010735993.1	375000	155	0.056607
(503,623)(76665,76797)(50000,100000)	JASDQU010736002.1	75000	122	0.180956
(624,636)(150135,150149)(150000,200000)	JASDQU010736002.1	175000	14	0.077457
(386,1124)(186574,187781)(150000,200000)	JASDQU010736008.1	175000	740	0.010732
(1125,1915)(393596,394397)(350000,400000)	JASDQU010736008.1	375000	792	0.140662
(1916,3138)(550811,552037)(550000,600000)	JASDQU010736008.1	575000	1224	0.530672
(312,660)(100000,100349)(100000,150000)	JASDQU010736011.1	125000	350	0.580996
(841,1065)(54082,54369)(50000,100000)	JASDQU010736014.1	75000	226	0.442353
(1246,1331)(60877,61014)(50000,100000)	JASDQU010736017.1	75000	87	0.016288
(2733,3247)(200000,200543)(200000,250000)	JASDQU010736018.1	225000	516	0.322835
(27,217)(223490,223712)(200000,250000)	JASDQU010736021.1	225000	192	0.052182
(179,3025)(358147,375041)(350000,400000)	JASDQU010736022.1	375000	2848	0.614678
(2764,2965)(55026,55235)(50000,100000)	JASDQU010736026.1	75000	203	0.043841
(129,973)(303214,304122)(300000,350000)	JASDQU010736036.1	325000	846	0.365909
(429,457)(161684,161712)(150000,200000)	JASDQU010736047.1	175000	30	-0.005721
(458,1572)(204679,205805)(200000,250000)	JASDQU010736047.1	225000	1116	0.037019
(405,674)(50000,50551)(50000,100000)	JASDQU010736048.1	75000	271	0.027989
(675,675)(304975,304975)(300000,350000)	JASDQU010736048.1	325000	2	0.063555
(676,731)(357394,357468)(350000,400000)	JASDQU010736048.1	375000	57	-0.009711
(397,810)(381619,382040)(350000,400000)	JASDQU010736069.1	375000	415	0.043885
(811,990)(408628,410615)(400000,450000)	JASDQU010736069.1	425000	181	0.049406
(843,1971)(448331,449737)(400000,450000)	JASDQU010736071.1	425000	1130	0.065109
(118,258)(329046,329239)(300000,350000)	JASDQU010736076.1	325000	142	0.035247
(147,615)(130005,130542)(100000,150000)	JASDQU010736087.1	125000	470	0.042538
(412,1835)(350583,385817)(350000,400000)	JASDQU010736095.1	375000	1425	0.377401
(2169,2530)(250648,251068)(250000,300000)	JASDQU010736107.1	275000	363	0.808475
(1703,1913)(75369,75769)(50000,100000)	JASDQU010736108.1	75000	212	0.054108
(1914,2055)(394692,394921)(350000,400000)	JASDQU010736108.1	375000	143	0.128645
(1,404)(152464,152880)(150000,200000)	JASDQU010736121.1	175000	405	0.020524
(405,410)(208671,208678)(200000,250000)	JASDQU010736121.1	225000	7	0.049156
(32,92)(150226,150288)(150000,200000)	JASDQU010736130.1	175000	62	0.173447
(932,1127)(263575,263937)(250000,300000)	JASDQU010736134.1	275000	197	0.118657
(439,877)(450433,451930)(450000,500000)	JASDQU010736136.1	475000	440	0.161770
(878,1990)(728066,744999)(700000,750000)	JASDQU010736136.1	725000	1114	0.321327
(1991,4328)(827453,830113)(800000,850000)	JASDQU010736136.1	825000	2339	0.669954
(4329,5476)(905458,906626)(900000,950000)	JASDQU010736136.1	925000	1149	0.625046
(620,1192)(152492,153077)(150000,200000)	JASDQU010736149.1	175000	574	0.201235
(315,595)(222505,222846)(200000,250000)	JASDQU010736150.1	225000	282	0.246172
(109,182)(188286,188361)(150000,200000)	JASDQU010736156.1	175000	75	0.068656
(1100,1235)(137259,137444)(100000,150000)	JASDQU010736164.1	125000	137	0.039089
(825,2938)(275303,285837)(250000,300000)	JASDQU010736169.1	275000	2115	0.476909
(2939,3483)(348975,349564)(300000,350000)	JASDQU010736169.1	325000	546	-0.003153
(3484,3514)(440711,440839)(400000,450000)	JASDQU010736169.1	425000	32	0.081673
(3515,4078)(486361,486927)(450000,500000)	JASDQU010736169.1	475000	565	0.235782
(4079,5000)(737870,738797)(700000,750000)	JASDQU010736169.1	725000	923	0.285050
(251,413)(219836,220887)(200000,250000)	JASDQU010736171.1	225000	164	0.128713
(168,729)(251133,251944)(250000,300000)	JASDQU010736179.1	275000	563	0.021387
(2526,3087)(264788,265351)(250000,300000)	JASDQU010736186.1	275000	563	0.108204
(43,1851)(134153,137876)(100000,150000)	JASDQU010736195.1	125000	1810	0.302107
(403,447)(226725,231406)(200000,250000)	JASDQU010736205.1	225000	46	0.061893
(365,433)(186463,186538)(150000,200000)	JASDQU010736208.1	175000	70	0.093730
(86,430)(93280,93673)(50000,100000)	JASDQU010736227.1	75000	346	0.148819
(431,541)(222228,224654)(200000,250000)	JASDQU010736227.1	225000	112	0.044936
(542,610)(368817,368887)(350000,400000)	JASDQU010736227.1	375000	70	0.105476
(2333,2410)(201188,201281)(200000,250000)	JASDQU010736233.1	225000	79	0.254271
(324,1024)(60426,84631)(50000,100000)	JASDQU010736234.1	75000	702	0.044620
(180,1692)(164325,199999)(150000,200000)	JASDQU010736236.1	175000	1514	0.215989
(1693,1732)(200000,200039)(200000,250000)	JASDQU010736236.1	225000	41	-0.012805
(1379,1553)(197245,197904)(150000,200000)	JASDQU010736242.1	175000	176	0.037674
(788,1688)(424866,446073)(400000,450000)	JASDQU010736254.1	425000	902	0.824675
(264,1243)(82991,85498)(50000,100000)	JASDQU010736260.1	75000	981	0.312110
(3643,8149)(50000,64939)(50000,100000)	JASDQU010736264.1	75000	4508	0.235054
(672,2151)(262802,282302)(250000,300000)	JASDQU010736274.1	275000	1481	0.227038
(2152,3057)(374374,390047)(350000,400000)	JASDQU010736274.1	375000	907	0.296257
(3058,3575)(401237,401763)(400000,450000)	JASDQU010736274.1	425000	519	0.069450
(89,89)(129256,129256)(100000,150000)	JASDQU010736277.1	125000	2	0.051311
(90,243)(286475,286682)(250000,300000)	JASDQU010736277.1	275000	155	0.130577
(1245,1946)(207674,208403)(200000,250000)	JASDQU010736279.1	225000	703	0.214098
(722,868)(191535,191837)(150000,200000)	JASDQU010736286.1	175000	148	0.038389
(2375,3253)(165191,170942)(150000,200000)	JASDQU010736304.1	175000	880	0.038359
(3254,3361)(228193,228421)(200000,250000)	JASDQU010736304.1	225000	109	0.036938
(506,740)(107699,146275)(100000,150000)	JASDQU010736305.1	125000	236	0.057892
(741,916)(248696,248883)(200000,250000)	JASDQU010736305.1	225000	177	0.034510
(66,223)(249732,249895)(200000,250000)	JASDQU010736306.1	225000	159	0.004645
(205,982)(50203,50988)(50000,100000)	JASDQU010736307.1	75000	779	0.203049
(2283,2890)(99392,99999)(50000,100000)	JASDQU010736308.1	75000	609	0.814800
(2891,2917)(100001,100029)(100000,150000)	JASDQU010736308.1	125000	28	0.043399
(424,703)(194482,194897)(150000,200000)	JASDQU010736309.1	175000	281	0.130709
(5007,6130)(298875,299999)(250000,300000)	JASDQU010736322.1	275000	1125	0.652726
(401,2542)(55650,85771)(50000,100000)	JASDQU010736332.1	75000	2143	0.378260
(2543,3979)(328972,330465)(300000,350000)	JASDQU010736332.1	325000	1438	0.451704
(52,227)(318232,321220)(300000,350000)	JASDQU010736339.1	325000	177	0.017657
(1099,1288)(63801,64137)(50000,100000)	JASDQU010736342.1	75000	191	0.127423
(403,916)(87725,89937)(50000,100000)	JASDQU010736343.1	75000	515	0.033545
(405,1019)(90490,91250)(50000,100000)	JASDQU010736347.1	75000	616	0.247676
(443,1749)(69683,71213)(50000,100000)	JASDQU010736349.1	75000	1308	0.422234
(430,1641)(162453,182739)(150000,200000)	JASDQU010736352.1	175000	1213	0.308374
(1642,1739)(231892,231994)(200000,250000)	JASDQU010736352.1	225000	99	0.058598
(1740,1857)(347044,347181)(300000,350000)	JASDQU010736352.1	325000	119	0.249103
(916,928)(340011,340032)(300000,350000)	JASDQU010736353.1	325000	14	0.084548
(51,2049)(62417,87001)(50000,100000)	JASDQU010736360.1	75000	2000	0.419506
(2050,2081)(219955,220047)(200000,250000)	JASDQU010736360.1	225000	33	0.118960
(455,581)(282730,282865)(250000,300000)	JASDQU010736368.1	275000	128	0.162097
(31,1247)(129189,130411)(100000,150000)	JASDQU010736369.1	125000	1218	0.543009
(531,576)(197155,197209)(150000,200000)	JASDQU010736377.1	175000	47	0.211689
(9,5592)(278417,287904)(250000,300000)	JASDQU010736381.1	275000	5585	0.298476
(86,271)(240229,240711)(200000,250000)	JASDQU010736392.1	225000	187	0.242457
(98,513)(625609,626026)(600000,650000)	JASDQU010736402.1	625000	417	0.010262
(978,3142)(50000,52269)(50000,100000)	JASDQU010736405.1	75000	2166	0.319212
(88,1482)(184551,197407)(150000,200000)	JASDQU010736418.1	175000	1396	0.346816
(1483,1556)(202551,202674)(200000,250000)	JASDQU010736418.1	225000	75	0.045197
(1557,1611)(338914,338986)(300000,350000)	JASDQU010736418.1	325000	56	0.199698
(1612,2678)(359692,391916)(350000,400000)	JASDQU010736418.1	375000	1068	0.107710
(280,364)(261028,261118)(250000,300000)	JASDQU010736425.1	275000	86	0.213058
(381,548)(270373,270752)(250000,300000)	JASDQU010736428.1	275000	169	0.028661
(549,715)(366132,367998)(350000,400000)	JASDQU010736428.1	375000	168	0.072080
(716,717)(430058,430059)(400000,450000)	JASDQU010736428.1	425000	3	0.051358
(1416,2012)(137133,145831)(100000,150000)	JASDQU010736438.1	125000	598	0.241523
(2013,2284)(213609,249370)(200000,250000)	JASDQU010736438.1	225000	273	0.022036
(575,1299)(125680,129335)(100000,150000)	JASDQU010736441.1	125000	726	0.169065
(865,4284)(58746,64520)(50000,100000)	JASDQU010736446.1	75000	3421	0.335218
(4285,13662)(264181,275528)(250000,300000)	JASDQU010736446.1	275000	9379	0.691745
(13663,14289)(398985,399611)(350000,400000)	JASDQU010736446.1	375000	628	0.222391
(14290,14301)(520252,520267)(500000,550000)	JASDQU010736446.1	525000	13	-0.008351
(32,43)(215919,215932)(200000,250000)	JASDQU010736454.1	225000	13	0.089236
(44,52)(269790,269953)(250000,300000)	JASDQU010736454.1	275000	10	0.160313
(53,388)(308596,309103)(300000,350000)	JASDQU010736454.1	325000	337	0.286444
(1110,1112)(200775,200777)(200000,250000)	JASDQU010736455.1	225000	4	0.050808
(118,493)(176577,177094)(150000,200000)	JASDQU010736459.1	175000	377	0.440629
(367,386)(106828,106848)(100000,150000)	JASDQU010736472.1	125000	21	0.545749
(387,664)(197366,197656)(150000,200000)	JASDQU010736472.1	175000	279	0.852519
(80,843)(103453,106483)(100000,150000)	JASDQU010736490.1	125000	765	0.280728
(634,2165)(502428,527345)(500000,550000)	JASDQU010736499.1	525000	1533	0.050074
(2166,2634)(562949,563453)(550000,600000)	JASDQU010736499.1	575000	470	0.056308
(727,1352)(279401,280039)(250000,300000)	JASDQU010736507.1	275000	627	0.719442
(1353,2108)(329818,330793)(300000,350000)	JASDQU010736507.1	325000	757	0.187952
(186,699)(230012,245276)(200000,250000)	JASDQU010736510.1	225000	515	0.027345
(950,1145)(168543,168749)(150000,200000)	JASDQU010736530.1	175000	197	0.385140
(64,562)(172611,198205)(150000,200000)	JASDQU010736542.1	175000	500	0.068175
(48,66)(123030,123049)(100000,150000)	JASDQU010736555.1	125000	20	0.044920
(67,996)(156137,157844)(150000,200000)	JASDQU010736555.1	175000	931	0.624933
(65,725)(261862,262620)(250000,300000)	JASDQU010736567.1	275000	662	0.407442
(726,1214)(378348,378840)(350000,400000)	JASDQU010736567.1	375000	490	0.431948
(365,1138)(108250,109025)(100000,150000)	JASDQU010736569.1	125000	775	0.691727
(1139,1571)(226899,227335)(200000,250000)	JASDQU010736569.1	225000	434	0.046866
(1572,1922)(265172,265527)(250000,300000)	JASDQU010736569.1	275000	352	0.297617
(473,1320)(179899,180796)(150000,200000)	JASDQU010736570.1	175000	849	0.273401
(452,561)(319697,319822)(300000,350000)	JASDQU010736584.1	325000	111	0.059998
(562,1416)(363415,384851)(350000,400000)	JASDQU010736584.1	375000	856	0.153316
(179,1162)(65692,66676)(50000,100000)	JASDQU010736605.1	75000	985	0.346124
(122,483)(247307,247686)(200000,250000)	JASDQU010736615.1	225000	363	0.075992
(484,568)(324396,324562)(300000,350000)	JASDQU010736615.1	325000	86	0.040302
(569,1702)(548787,549999)(500000,550000)	JASDQU010736615.1	525000	1135	0.344723
(1851,7093)(222346,248735)(200000,250000)	JASDQU010736616.1	225000	5244	0.561776
(7094,7346)(388888,389269)(350000,400000)	JASDQU010736616.1	375000	254	0.049988
(7347,7673)(418448,420759)(400000,450000)	JASDQU010736616.1	425000	328	0.072305
(7674,7793)(474661,474798)(450000,500000)	JASDQU010736616.1	475000	121	0.030755
(18,76)(159288,159349)(150000,200000)	JASDQU010736621.1	175000	60	0.043414
(642,1006)(359661,360042)(350000,400000)	JASDQU010736624.1	375000	366	0.048185
(316,902)(239033,239652)(200000,250000)	JASDQU010736634.1	225000	588	0.418349
(87,893)(210566,211475)(200000,250000)	JASDQU010736651.1	225000	808	0.081201
(894,1594)(287787,288516)(250000,300000)	JASDQU010736651.1	275000	702	0.895614
(770,3438)(57455,63040)(50000,100000)	JASDQU010736676.1	75000	2670	0.790872
(283,518)(279072,279324)(250000,300000)	JASDQU010736680.1	275000	237	0.064997
(519,1509)(302703,303716)(300000,350000)	JASDQU010736680.1	325000	992	0.262631
(1510,4630)(358786,379934)(350000,400000)	JASDQU010736680.1	375000	3122	0.452563
(1162,1519)(192189,192692)(150000,200000)	JASDQU010736690.1	175000	359	0.053007
(568,2208)(208150,219782)(200000,250000)	JASDQU010736692.1	225000	1642	0.070788
(2209,2764)(270625,271241)(250000,300000)	JASDQU010736692.1	275000	557	0.337421
(2765,2825)(491950,492018)(450000,500000)	JASDQU010736692.1	475000	62	0.393025
(2826,2913)(618912,619041)(600000,650000)	JASDQU010736692.1	625000	89	0.065166
(2914,3637)(773480,792770)(750000,800000)	JASDQU010736692.1	775000	725	0.402715
(511,557)(339522,339602)(300000,350000)	JASDQU010736718.1	325000	48	0.832559
(558,1008)(366547,367023)(350000,400000)	JASDQU010736718.1	375000	452	0.787237
(370,1610)(351166,352456)(350000,400000)	JASDQU010736720.1	375000	1242	0.583013
(96,649)(69777,70858)(50000,100000)	JASDQU010736755.1	75000	555	0.302810
(552,1065)(78645,79191)(50000,100000)	JASDQU010736771.1	75000	515	0.042875
(232,1702)(55550,81598)(50000,100000)	JASDQU010736778.1	75000	1472	0.854797
(1703,4305)(235164,237990)(200000,250000)	JASDQU010736778.1	225000	2604	0.885401
(4296,6043)(50771,55747)(50000,100000)	JASDQU010736780.1	75000	1749	0.583269
(6044,6735)(207006,207699)(200000,250000)	JASDQU010736780.1	225000	693	0.680403
(236,1581)(66251,75500)(50000,100000)	JASDQU010736810.1	75000	1347	0.075805
(560,672)(57052,57170)(50000,100000)	JASDQU010736818.1	75000	114	0.159617
(673,1294)(145467,148347)(100000,150000)	JASDQU010736818.1	125000	623	-0.010325
(1308,1420)(68887,69011)(50000,100000)	JASDQU010736822.1	75000	114	0.225417
(608,1506)(227394,228995)(200000,250000)	JASDQU010736832.1	225000	900	0.697270
(1507,2976)(308862,320790)(300000,350000)	JASDQU010736832.1	325000	1471	0.762299
(2977,4519)(366772,369737)(350000,400000)	JASDQU010736832.1	375000	1544	0.702350
(272,1027)(121505,122287)(100000,150000)	JASDQU010736834.1	125000	757	0.485038
(2921,3211)(165393,165814)(150000,200000)	JASDQU010736845.1	175000	292	0.026694
(616,1642)(104666,142500)(100000,150000)	JASDQU010736850.1	125000	1028	0.417234
(344,429)(189822,189932)(150000,200000)	JASDQU010736852.1	175000	87	0.047058
(110,269)(347509,347706)(300000,350000)	JASDQU010736857.1	325000	161	0.430901
(270,980)(482208,482949)(450000,500000)	JASDQU010736857.1	475000	712	0.105743
(152,318)(59000,59190)(50000,100000)	JASDQU010736858.1	75000	168	0.070540
(1291,1636)(107257,107603)(100000,150000)	JASDQU010736859.1	125000	347	0.031588
(80,1679)(137125,138730)(100000,150000)	JASDQU010736887.1	125000	1601	0.366534
(1680,1760)(155551,158137)(150000,200000)	JASDQU010736887.1	175000	82	0.024110
(378,922)(147084,147633)(100000,150000)	JASDQU010736912.1	125000	546	0.192845
(130,210)(191698,191799)(150000,200000)	JASDQU010736917.1	175000	82	0.282484
(5761,6563)(50102,63076)(50000,100000)	JASDQU010736919.1	75000	804	0.470285
(160,896)(75376,80237)(50000,100000)	JASDQU010736920.1	75000	738	0.348871
(1654,4389)(200754,204117)(200000,250000)	JASDQU010736921.1	225000	2737	0.339922
(4390,4724)(384756,385229)(350000,400000)	JASDQU010736921.1	375000	336	0.074610
(4725,4738)(449983,449999)(400000,450000)	JASDQU010736921.1	425000	15	0.060648
(1013,1117)(93084,93204)(50000,100000)	JASDQU010736931.1	75000	106	0.226963
(924,969)(446521,446593)(400000,450000)	JASDQU010736940.1	425000	47	0.106903
(919,980)(154452,154527)(150000,200000)	JASDQU010736944.1	175000	63	-0.003116
(380,581)(291536,291742)(250000,300000)	JASDQU010736947.1	275000	203	0.476663
(582,797)(342646,342864)(300000,350000)	JASDQU010736947.1	325000	217	0.370606
(110,548)(50000,50959)(50000,100000)	JASDQU010736949.1	75000	440	0.415960
(18,835)(140876,141732)(100000,150000)	JASDQU010737017.1	125000	819	0.526766
(36,534)(468527,487764)(450000,500000)	JASDQU010737019.1	475000	500	0.288839
(535,897)(526086,526563)(500000,550000)	JASDQU010737019.1	525000	364	0.212719
(898,1713)(612259,615139)(600000,650000)	JASDQU010737019.1	625000	817	0.434675
(1141,3491)(200462,237530)(200000,250000)	JASDQU010737021.1	225000	2352	0.255891
(1922,3017)(227622,231087)(200000,250000)	JASDQU010737061.1	225000	1097	0.182932
(64,718)(181020,181677)(150000,200000)	JASDQU010737100.1	175000	656	0.308380
